"Step","cfq/curr_chia_htl_20 - validation/test/accuracy/total","cfq/curr_chia_htl_20 - validation/test/accuracy/total__MIN","cfq/curr_chia_htl_20 - validation/test/accuracy/total__MAX","cfq/curr_chia_etl_20 - validation/test/accuracy/total","cfq/curr_chia_etl_20 - validation/test/accuracy/total__MIN","cfq/curr_chia_etl_20 - validation/test/accuracy/total__MAX","cfq/curr_chia_amb_20 - validation/test/accuracy/total","cfq/curr_chia_amb_20 - validation/test/accuracy/total__MIN","cfq/curr_chia_amb_20 - validation/test/accuracy/total__MAX","cfq_full_42 - validation/test/accuracy/total","cfq_full_42 - validation/test/accuracy/total__MIN","cfq_full_42 - validation/test/accuracy/total__MAX","curr/cfq/inv_ppl_htl_20 - validation/test/accuracy/total","curr/cfq/inv_ppl_htl_20 - validation/test/accuracy/total__MIN","curr/cfq/inv_ppl_htl_20 - validation/test/accuracy/total__MAX","curr/cfq/inv_ppl_etl_20 - validation/test/accuracy/total","curr/cfq/inv_ppl_etl_20 - validation/test/accuracy/total__MIN","curr/cfq/inv_ppl_etl_20 - validation/test/accuracy/total__MAX","curr/cfq/inv_ppl_amb_20 - validation/test/accuracy/total","curr/cfq/inv_ppl_amb_20 - validation/test/accuracy/total__MIN","curr/cfq/inv_ppl_amb_20 - validation/test/accuracy/total__MAX","curr/cfq/bleu_htl_20 - validation/test/accuracy/total","curr/cfq/bleu_htl_20 - validation/test/accuracy/total__MIN","curr/cfq/bleu_htl_20 - validation/test/accuracy/total__MAX","curr/cfq/bleu_etl_20 - validation/test/accuracy/total","curr/cfq/bleu_etl_20 - validation/test/accuracy/total__MIN","curr/cfq/bleu_etl_20 - validation/test/accuracy/total__MAX","curr/cfq/bleu_amb_20 - validation/test/accuracy/total","curr/cfq/bleu_amb_20 - validation/test/accuracy/total__MIN","curr/cfq/bleu_amb_20 - validation/test/accuracy/total__MAX"
"2612","0.3334725935828877","0.3334725935828877","0.3334725935828877","0.22877673796791445","0.22877673796791445","0.22877673796791445","0.3048963903743315","0.3048963903743315","0.3048963903743315","0.36246657754010697","0.36246657754010697","0.36246657754010697","0.34650735294117646","0.34650735294117646","0.34650735294117646","0.21866644385026737","0.21866644385026737","0.21866644385026737","0.2762366310160428","0.2762366310160428","0.2762366310160428","0.32937834224598933","0.32937834224598933","0.32937834224598933","0.2509191176470588","0.2509191176470588","0.2509191176470588","0.29620655080213903","0.29620655080213903","0.29620655080213903"
"2683","0.31684491978609625","0.31684491978609625","0.31684491978609625","0.2282754010695187","0.2282754010695187","0.2282754010695187","0.32327874331550804","0.32327874331550804","0.32327874331550804","0.3669786096256685","0.3669786096256685","0.3669786096256685","0.3346423796791444","0.3346423796791444","0.3346423796791444","0.2257687165775401","0.2257687165775401","0.2257687165775401","0.2784090909090909","0.2784090909090909","0.2784090909090909","0.3182653743315508","0.3182653743315508","0.3182653743315508","0.25835561497326204","0.25835561497326204","0.25835561497326204","0.2842580213903743","0.2842580213903743","0.2842580213903743"
"2753","0.34408422459893045","0.34408422459893045","0.34408422459893045","0.24239639037433156","0.24239639037433156","0.24239639037433156","0.31885026737967914","0.31885026737967914","0.31885026737967914","0.3643883689839572","0.3643883689839572","0.3643883689839572","0.34600601604278075","0.34600601604278075","0.34600601604278075","0.22760695187165775","0.22760695187165775","0.22760695187165775","0.2959558823529412","0.2959558823529412","0.2959558823529412","0.3481784759358289","0.3481784759358289","0.3481784759358289","0.2692179144385027","0.2692179144385027","0.2692179144385027","0.27389705882352944","0.27389705882352944","0.27389705882352944"
"2824","0.33029745989304815","0.33029745989304815","0.33029745989304815","0.2520053475935829","0.2520053475935829","0.2520053475935829","0.3276236631016043","0.3276236631016043","0.3276236631016043","0.36656082887700536","0.36656082887700536","0.36656082887700536","0.33848596256684493","0.33848596256684493","0.33848596256684493","0.2347927807486631","0.2347927807486631","0.2347927807486631","0.3023897058823529","0.3023897058823529","0.3023897058823529","0.3384024064171123","0.3384024064171123","0.3384024064171123","0.27807486631016043","0.27807486631016043","0.27807486631016043","0.29503676470588236","0.29503676470588236","0.29503676470588236"
"2895","0.3240307486631016","0.3240307486631016","0.3240307486631016","0.25919117647058826","0.25919117647058826","0.25919117647058826","0.3199364973262032","0.3199364973262032","0.3199364973262032","0.3613803475935829","0.3613803475935829","0.3613803475935829","0.3447526737967914","0.3447526737967914","0.3447526737967914","0.24364973262032086","0.24364973262032086","0.24364973262032086","0.30205548128342247","0.30205548128342247","0.30205548128342247","0.3289605614973262","0.3289605614973262","0.3289605614973262","0.2802473262032086","0.2802473262032086","0.2802473262032086","0.2977941176470588","0.2977941176470588","0.2977941176470588"
"2965","0.33029745989304815","0.33029745989304815","0.33029745989304815","0.27147393048128343","0.27147393048128343","0.27147393048128343","0.3236965240641711","0.3236965240641711","0.3236965240641711","0.3705715240641711","0.3705715240641711","0.3705715240641711","0.35553141711229946","0.35553141711229946","0.35553141711229946","0.25676804812834225","0.25676804812834225","0.25676804812834225","0.2957887700534759","0.2957887700534759","0.2957887700534759","0.32837566844919786","0.32837566844919786","0.32837566844919786","0.2980447860962567","0.2980447860962567","0.2980447860962567","0.2928643048128342","0.2928643048128342","0.2928643048128342"
"3036","0.3426637700534759","0.3426637700534759","0.3426637700534759","0.2757352941176471","0.2757352941176471","0.2757352941176471","0.32578542780748665","0.32578542780748665","0.32578542780748665","0.37441510695187163","0.37441510695187163","0.37441510695187163","0.3578709893048128","0.3578709893048128","0.3578709893048128","0.2467413101604278","0.2467413101604278","0.2467413101604278","0.31116310160427807","0.31116310160427807","0.31116310160427807","0.31642713903743314","0.31642713903743314","0.31642713903743314","0.2988803475935829","0.2988803475935829","0.2988803475935829","0.3026403743315508","0.3026403743315508","0.3026403743315508"
"3107","0.3603776737967914","0.3603776737967914","0.3603776737967914","0.2832553475935829","0.2832553475935829","0.2832553475935829","0.3331383689839572","0.3331383689839572","0.3331383689839572","0.3724933155080214","0.3724933155080214","0.3724933155080214","0.3445855614973262","0.3445855614973262","0.3445855614973262","0.2555982620320856","0.2555982620320856","0.2555982620320856","0.3145889037433155","0.3145889037433155","0.3145889037433155","0.33982286096256686","0.33982286096256686","0.33982286096256686","0.3048128342245989","0.3048128342245989","0.3048128342245989","0.30623328877005346","0.30623328877005346","0.30623328877005346"
"3177","0.3216076203208556","0.3216076203208556","0.3216076203208556","0.28960561497326204","0.28960561497326204","0.28960561497326204","0.32494986631016043","0.32494986631016043","0.32494986631016043","0.37683823529411764","0.37683823529411764","0.37683823529411764","0.3357286096256685","0.3357286096256685","0.3357286096256685","0.2684659090909091","0.2684659090909091","0.2684659090909091","0.32678810160427807","0.32678810160427807","0.32678810160427807","0.3245320855614973","0.3245320855614973","0.3245320855614973","0.31107954545454547","0.31107954545454547","0.31107954545454547","0.2881851604278075","0.2881851604278075","0.2881851604278075"
"3248","0.33497660427807485","0.33497660427807485","0.33497660427807485","0.274649064171123","0.274649064171123","0.274649064171123","0.34199532085561496","0.34199532085561496","0.34199532085561496","0.36580882352941174","0.36580882352941174","0.36580882352941174","0.3497660427807487","0.3497660427807487","0.3497660427807487","0.2778241978609626","0.2778241978609626","0.2778241978609626","0.31183155080213903","0.31183155080213903","0.31183155080213903","0.33196858288770054","0.33196858288770054","0.33196858288770054","0.31517379679144386","0.31517379679144386","0.31517379679144386","0.30013368983957217","0.30013368983957217","0.30013368983957217"
"3318","0.34725935828877","0.34725935828877","0.34725935828877","0.29052473262032086","0.29052473262032086","0.29052473262032086","0.3356450534759358","0.3356450534759358","0.3356450534759358","0.34968248663101603","0.34968248663101603","0.34968248663101603","0.3483455882352941","0.3483455882352941","0.3483455882352941","0.269802807486631","0.269802807486631","0.269802807486631","0.32879344919786097","0.32879344919786097","0.32879344919786097","0.33322192513368987","0.33322192513368987","0.33322192513368987","0.3104110962566845","0.3104110962566845","0.3104110962566845","0.30940842245989303","0.30940842245989303","0.30940842245989303"
"3389","0.33004679144385024","0.33004679144385024","0.33004679144385024","0.2811664438502674","0.2811664438502674","0.2811664438502674","0.32302807486631013","0.32302807486631013","0.32302807486631013","0.35553141711229946","0.35553141711229946","0.35553141711229946","0.3433322192513369","0.3433322192513369","0.3433322192513369","0.2647894385026738","0.2647894385026738","0.2647894385026738","0.34608957219251335","0.34608957219251335","0.34608957219251335","0.3343081550802139","0.3343081550802139","0.3343081550802139","0.3133355614973262","0.3133355614973262","0.3133355614973262","0.3028910427807487","0.3028910427807487","0.3028910427807487"
"3460","0.3338903743315508","0.3338903743315508","0.3338903743315508","0.2862633689839572","0.2862633689839572","0.2862633689839572","0.32845922459893045","0.32845922459893045","0.32845922459893045","0.3795120320855615","0.3795120320855615","0.3795120320855615","0.3638870320855615","0.3638870320855615","0.3638870320855615","0.28308823529411764","0.28308823529411764","0.28308823529411764","0.32227606951871657","0.32227606951871657","0.32227606951871657","0.35795454545454547","0.35795454545454547","0.35795454545454547","0.3109124331550802","0.3109124331550802","0.3109124331550802","0.3150902406417112","0.3150902406417112","0.3150902406417112"
"3530","0.3203542780748663","0.3203542780748663","0.3203542780748663","0.29871323529411764","0.29871323529411764","0.29871323529411764","0.34751002673796794","0.34751002673796794","0.34751002673796794","0.36071189839572193","0.36071189839572193","0.36071189839572193","0.3315508021390374","0.3315508021390374","0.3315508021390374","0.2756517379679144","0.2756517379679144","0.2756517379679144","0.3355614973262032","0.3355614973262032","0.3355614973262032","0.325701871657754","0.325701871657754","0.325701871657754","0.3150066844919786","0.3150066844919786","0.3150066844919786","0.3047292780748663","0.3047292780748663","0.3047292780748663"
