"Step","cfq/curr_sort_chia_htl_20 - validation/test/accuracy/total","cfq/curr_sort_chia_htl_20 - validation/test/accuracy/total__MIN","cfq/curr_sort_chia_htl_20 - validation/test/accuracy/total__MAX","cfq/curr_sort_chia_etl_20 - validation/test/accuracy/total","cfq/curr_sort_chia_etl_20 - validation/test/accuracy/total__MIN","cfq/curr_sort_chia_etl_20 - validation/test/accuracy/total__MAX","cfq/curr_sort_chia_amb_20 - validation/test/accuracy/total","cfq/curr_sort_chia_amb_20 - validation/test/accuracy/total__MIN","cfq/curr_sort_chia_amb_20 - validation/test/accuracy/total__MAX","cfq_full_42 - validation/test/accuracy/total","cfq_full_42 - validation/test/accuracy/total__MIN","cfq_full_42 - validation/test/accuracy/total__MAX","curr_sort/cfq/bl_htl_20 - validation/test/accuracy/total","curr_sort/cfq/bl_htl_20 - validation/test/accuracy/total__MIN","curr_sort/cfq/bl_htl_20 - validation/test/accuracy/total__MAX","curr_sort/cfq/ip_htl_20 - validation/test/accuracy/total","curr_sort/cfq/ip_htl_20 - validation/test/accuracy/total__MIN","curr_sort/cfq/ip_htl_20 - validation/test/accuracy/total__MAX","curr_sort/cfq/ip_etl_20 - validation/test/accuracy/total","curr_sort/cfq/ip_etl_20 - validation/test/accuracy/total__MIN","curr_sort/cfq/ip_etl_20 - validation/test/accuracy/total__MAX","curr_sort/cfq/ip_amb_20 - validation/test/accuracy/total","curr_sort/cfq/ip_amb_20 - validation/test/accuracy/total__MIN","curr_sort/cfq/ip_amb_20 - validation/test/accuracy/total__MAX","curr_sort/cfq/bl_etl_20 - validation/test/accuracy/total","curr_sort/cfq/bl_etl_20 - validation/test/accuracy/total__MIN","curr_sort/cfq/bl_etl_20 - validation/test/accuracy/total__MAX","curr_sort/cfq/bl_amb_20 - validation/test/accuracy/total","curr_sort/cfq/bl_amb_20 - validation/test/accuracy/total__MIN","curr_sort/cfq/bl_amb_20 - validation/test/accuracy/total__MAX"
"2895","0.3467580213903743","0.3467580213903743","0.3467580213903743","0.3563669786096257","0.3563669786096257","0.3563669786096257","0.3602105614973262","0.3602105614973262","0.3602105614973262","0.3613803475935829","0.3613803475935829","0.3613803475935829","0.3902072192513369","0.3902072192513369","0.3902072192513369","0.3497660427807487","0.3497660427807487","0.3497660427807487","0.3317179144385027","0.3317179144385027","0.3317179144385027","0.3240307486631016","0.3240307486631016","0.3240307486631016","0.3565340909090909","0.3565340909090909","0.3565340909090909","0.34517045454545453","0.34517045454545453","0.34517045454545453"
"2965","0.3466744652406417","0.3466744652406417","0.3466744652406417","0.3383188502673797","0.3383188502673797","0.3383188502673797","0.35218917112299464","0.35218917112299464","0.35218917112299464","0.3705715240641711","0.3705715240641711","0.3705715240641711","0.38093248663101603","0.38093248663101603","0.38093248663101603","0.34191176470588236","0.34191176470588236","0.34191176470588236","0.32503342245989303","0.32503342245989303","0.32503342245989303","0.34700868983957217","0.34700868983957217","0.34700868983957217","0.33739973262032086","0.33739973262032086","0.33739973262032086","0.37324532085561496","0.37324532085561496","0.37324532085561496"
"3036","0.35628342245989303","0.35628342245989303","0.35628342245989303","0.3280414438502674","0.3280414438502674","0.3280414438502674","0.3396557486631016","0.3396557486631016","0.3396557486631016","0.37441510695187163","0.37441510695187163","0.37441510695187163","0.38185160427807485","0.38185160427807485","0.38185160427807485","0.37274398395721925","0.37274398395721925","0.37274398395721925","0.341326871657754","0.341326871657754","0.341326871657754","0.34316510695187163","0.34316510695187163","0.34316510695187163","0.3471758021390374","0.3471758021390374","0.3471758021390374","0.3654745989304813","0.3654745989304813","0.3654745989304813"
"3107","0.3622994652406417","0.3622994652406417","0.3622994652406417","0.3432486631016043","0.3432486631016043","0.3432486631016043","0.3594585561497326","0.3594585561497326","0.3594585561497326","0.3724933155080214","0.3724933155080214","0.3724933155080214","0.36405414438502676","0.36405414438502676","0.36405414438502676","0.3704879679144385","0.3704879679144385","0.3704879679144385","0.3255347593582888","0.3255347593582888","0.3255347593582888","0.33138368983957217","0.33138368983957217","0.33138368983957217","0.3356450534759358","0.3356450534759358","0.3356450534759358","0.3543616310160428","0.3543616310160428","0.3543616310160428"
"3177","0.36823195187165775","0.36823195187165775","0.36823195187165775","0.33447526737967914","0.33447526737967914","0.33447526737967914","0.35260695187165775","0.35260695187165775","0.35260695187165775","0.37683823529411764","0.37683823529411764","0.37683823529411764","0.37525066844919786","0.37525066844919786","0.37525066844919786","0.3713235294117647","0.3713235294117647","0.3713235294117647","0.3463402406417112","0.3463402406417112","0.3463402406417112","0.34358288770053474","0.34358288770053474","0.34358288770053474","0.33489304812834225","0.33489304812834225","0.33489304812834225","0.35720254010695185","0.35720254010695185","0.35720254010695185"
"3248","0.3573696524064171","0.3573696524064171","0.3573696524064171","0.3296290106951872","0.3296290106951872","0.3296290106951872","0.34249665775401067","0.34249665775401067","0.34249665775401067","0.36580882352941174","0.36580882352941174","0.36580882352941174","0.4009024064171123","0.4009024064171123","0.4009024064171123","0.3673128342245989","0.3673128342245989","0.3673128342245989","0.3673128342245989","0.3673128342245989","0.3673128342245989","0.3445855614973262","0.3445855614973262","0.3445855614973262","0.32954545454545453","0.32954545454545453","0.32954545454545453","0.35101938502673796","0.35101938502673796","0.35101938502673796"
"3318","0.34859625668449196","0.34859625668449196","0.34859625668449196","0.3224431818181818","0.3224431818181818","0.3224431818181818","0.36873328877005346","0.36873328877005346","0.36873328877005346","0.34968248663101603","0.34968248663101603","0.34968248663101603","0.36112967914438504","0.36112967914438504","0.36112967914438504","0.3729110962566845","0.3729110962566845","0.3729110962566845","0.35862299465240643","0.35862299465240643","0.35862299465240643","0.3537767379679144","0.3537767379679144","0.3537767379679144","0.3185160427807487","0.3185160427807487","0.3185160427807487","0.3648061497326203","0.3648061497326203","0.3648061497326203"
"3389","0.35795454545454547","0.35795454545454547","0.35795454545454547","0.3331383689839572","0.3331383689839572","0.3331383689839572","0.3564505347593583","0.3564505347593583","0.3564505347593583","0.35553141711229946","0.35553141711229946","0.35553141711229946","0.372576871657754","0.372576871657754","0.372576871657754","0.35803810160427807","0.35803810160427807","0.35803810160427807","0.33865307486631013","0.33865307486631013","0.33865307486631013","0.36163101604278075","0.36163101604278075","0.36163101604278075","0.33898729946524064","0.33898729946524064","0.33898729946524064","0.3495153743315508","0.3495153743315508","0.3495153743315508"
"3460","0.3783422459893048","0.3783422459893048","0.3783422459893048","0.34391711229946526","0.34391711229946526","0.34391711229946526","0.363552807486631","0.363552807486631","0.363552807486631","0.3795120320855615","0.3795120320855615","0.3795120320855615","0.37115641711229946","0.37115641711229946","0.37115641711229946","0.3471758021390374","0.3471758021390374","0.3471758021390374","0.3436664438502674","0.3436664438502674","0.3436664438502674","0.3565340909090909","0.3565340909090909","0.3565340909090909","0.3446691176470588","0.3446691176470588","0.3446691176470588","0.36004344919786097","0.36004344919786097","0.36004344919786097"
"3530","0.35260695187165775","0.35260695187165775","0.35260695187165775","0.33205213903743314","0.33205213903743314","0.33205213903743314","0.35310828877005346","0.35310828877005346","0.35310828877005346","0.36071189839572193","0.36071189839572193","0.36071189839572193","0.3790106951871658","0.3790106951871658","0.3790106951871658","0.36121323529411764","0.36121323529411764","0.36121323529411764","0.3272058823529412","0.3272058823529412","0.3272058823529412","0.3618816844919786","0.3618816844919786","0.3618816844919786","0.34650735294117646","0.34650735294117646","0.34650735294117646","0.36447192513368987","0.36447192513368987","0.36447192513368987"
